Name,Type,Skills,Bio,File_name
Nasus ,Fighter Tank,"['Soul Eater', 'Siphoning Strike', 'Wither', 'Spirit Fire', 'Fury of the Sands']","Nasus is Strike Team Hyperion's intelligence officer. His exosuit, the S02-Anubis, is a new model of power armor that offers increased durability, energy-siphoning power cells, and access to in-depth analysis tech for processing mission-critical information. He will see Hyperion succeed; if they don't, there's no telling what destruction rogue exo-pilots may wreak.",nasus_image.png
Nautilus ,Tank Support,"['Staggering Blow', 'Dredge Line', ""Titan's Wrath"", 'Riptide', 'Depth Charge']","Strange and ghoulish screaming woke Nautilus into beingHe made his way outside to find them most displeasingThese lousy, no good neighbors, always there sightseeing!“What kind of butler would I be if I don't send them fleeing?”",nautilus_image.png
Neeko ,Mage Support,"['Inherent Glamour', 'Blooming Burst', 'Shapesplitter', 'Tangle-Barbs', 'Pop Blossom']","Neeko never remembers to buy a costume for the yearly festivities. Her delightful disguises come courtesy of her transfigurative talents and shapeshifting spells. Wait… are there two Nidalees at this party? Nope. That's just Neeko, pulling one of her classic pranks.",neeko_image.png
Nidalee ,Assassin Mage,"['Prowl', 'Javelin Toss', 'Bushwhack', 'Primal Surge', 'Takedown', 'Pounce', 'Swipe', 'Aspect of the Cougar']","The Ocean Song Festival is lucky to have Nidalee as its performer stylist, with her fashion guides selling almost as much as her albums, but in reality she's here as a featured part of Yone's show. She was the first person he showed his lyrics to, and it's her honor to lend them her voice.",nidalee_image.png
Nilah ,Fighter Assassin,"['Joy Unending', 'Formless Blade', 'Jubilant Veil', 'Slipstream', 'Apotheosis']","A powerful Outer Guardian who patrols the wider universe, Nilah has faced multiple reality-ending threats and returned alive... making her a living legend among her peers. Asked to act as teacher to the new generation, she has reluctantly accepted her new responsibilities... though if a particularly big monster appears in VC, she always calls dibs.",nilah_image.png
Nocturne ,Assassin Fighter,"['Umbra Blades', 'Duskbringer', 'Shroud of Darkness', 'Unspeakable Horror', 'Paranoia']","Not every part of the Hextech renaissance led to bright innovations. A clandestine experiment to fuse Hextech with demonic energies wrought a living nightmare, a predator rumored to stalk the streets and back alleyways of the city. Authorities report that any such creation would have been terminated along with any such project, and that any missing persons reports are, of course, completely unrelated.",nocturne_image.png
Nunu & Willump ,Tank Fighter,"['Call of the Freljord', 'Consume', 'Biggest Snowball Ever!', 'Snowball Barrage', 'Absolute Zero']",They're like two bees in a pod. Err… in a hive?,nunu_image.png
Olaf ,Fighter Tank,"['Berserker Rage', 'Undertow', 'Tough It Out', 'Reckless Swing', 'Ragnarok']","All hail, Olaf, the Blastbeat Barbarian, and Chosen of Stentorus! As wild as a tempest, as brutal as an earthquake, he laughs in the faces of his enemies, his pounding drumbeats shaking the very foundations of the world.",olaf_image.png
Orianna ,Mage Support,"['Clockwork Windup', 'Command: Attack', 'Command: Dissonance', 'Command: Protect', 'Command: Shockwave']",Careful not to get honey caught in those gears!,orianna_image.png
Ornn ,Tank Fighter,"['Living Forge', 'Volcanic Rupture', 'Bellows Breath', 'Searing Charge', 'Call of the Forge God']","The drop before the bass, the creator of the primordial instruments, a literal God of Groove, Ornn has been instrumental in spreading The Groove through the Galaxy. But he's not a fan of the celebrity status it's earned him, hermiting himself away on a planet of whirling pools of goo to focus on his work. If Ornn is coming to party, it better be legendary.",ornn_image.png
Pantheon ,Fighter Assassin,"['Mortal Will', 'Comet Spear', 'Shield Vault', 'Aegis Assault', 'Grand Starfall']","A brave knight of old, who legends say slew a god in battle so that all humankind might see that they were their own masters. Standing watch over the ashes of his former lands, Pantheon himself is now the only foe left to conquer, and he awaits a worthy challenger to face one final time.",pantheon_image.png
Poppy ,Tank Fighter,"['Iron Ambassador', 'Hammer Shock', 'Steadfast Presence', 'Heroic Charge', ""Keeper's Verdict""]","Poppy leads the trick-or-treating charge. She's always the first to arrive, even at particularly creepy doorsteps, undaunted by whatever frightening spectre—or delicious treat—lies on the other side.",poppy_image.png
Pyke ,Support Assassin,"['Gift of the Drowned Ones', 'Bone Skewer', 'Ghostwater Dive', 'Phantom Undertow', 'Death from Below']","Pyke remembers little before falling into the embrace of the Foreglow, only that he was defending his home. Waking in a new realm as the first Empyrean, he hears the whispers of other Pykes across the dimensions, taunting him from their homes. Why was his lost and not theirs? No answer will satisfy his searing rage, except vengeance.",pyke_image.png
Qiyana ,Assassin Fighter,"['Royal Privilege', 'Edge of Ixtal', 'Elemental Wrath', 'Terrashape', 'Audacity', 'Supreme Display of Talent']","Always a fixture in the spotlight, Qiyana dressed to impress at True Damage's sold-out concert in Paris. While the paparazzi swarmed her with photos and questions, she reveled in the attention, knowing this was only the beginning of her empire of celebrity.",qiyana_image.png
Quinn ,Marksman Assassin,"['Harrier', 'Blinding Assault', 'Heightened Senses', 'Vault', 'Behind Enemy Lines', 'Skystrike']","Hailing from a sister city along with Rell, Quinn and her familiar Valor are known back home as a dynamic monster-fighting duo... mask and all. Valoran City represents a big step up from what they're used to, but the two are ready to fight the darkness as only they know how.",quinn_image.png
Rakan ,Support,"['Fey Feathers', 'Gleaming Quill', 'Grand Entrance', 'Battle Dance', 'The Quickness']","One half of a perpetually incomplete whole, Rakan's fated love was not in the Lower World, but among the Higher Arcana far above. As the two rush to meet betwixt the lands of their birth, fate bubbles and boils over—a roiling sea from which a new order may emerge.",rakan_image.png
Rammus ,Tank Fighter,"['Spiked Shell', 'Powerball', 'Defensive Ball Curl', 'Frenzying Taunt', 'Soaring Slam']","Rammus was supposed to be the Space Program's core asset for terraforming new planets, and he was—until his digging unearthed a purple surprise no one was ready for. Now he has become something wholly different, his power turned to nefarious ends at the hands of the evil invader-meeps.",rammus_image.png
Rek'Sai ,Fighter,"[""Fury of the Xer'Sai"", ""Queen's Wrath"", 'Burrow', 'Furious Bite', 'Prey Seeker', 'Unburrow', 'Tunnel', 'Void Rush']","Spore-fiends stalk the deepest reaches of the forest, and Rek'sai is the broodmother from which all others spring. Those who see her hulking form of bloom and bark swimming through the trees rarely live long enough to tell the tale.",rek-sai_image.png
Rell ,Tank Support,"['Break the Mold', 'Shattering Strike', 'Ferromancy: Crash Down', 'Ferromancy: Mount Up', 'Attract and Repel', 'Magnet Storm']","Hailing from a sister city along with Quinn, Rell is a deliquent loner who does what she wants, when she wants, and avoids making friends by pushing everyone away. In battle she rides atop her mighty steed Sebastien, her simmering rage transforming her into a starlit knight who defends the meek from harm.",rell_image.png
Renata Glasc ,Support Mage,"['Leverage', 'Handshake', 'Bailout', 'Loyalty Program', 'Hostile Takeover']","Tender loving care and spoons of sugar spiceAnd all the other things that make a mommy niceIt choked her throat and lungs and showed her virtue's viceSome chosen children love the dark, that's Mother Glasc's advice!",renata_image.png
Renekton ,Fighter Tank,"['Reign of Anger', 'Cull the Meek', 'Ruthless Predator', 'Slice', 'Dice', 'Dominus']","A hybridized warrior taking inspiration from extinct fauna, Renekton is the perfected version of PROJECT's crossbreed superweapon project. Released to aid the City in its fight against the Program virus, Renekton's seemingly endless rage is useful for now… though his belief that he can “see beyond the soul” is increasingly disconcerting.",renekton_image.png
Rengar ,Assassin Fighter,"['Unseen Predator', 'Savagery', 'Battle Roar', 'Bola Strike', 'Thrill of the Hunt']","What game is bigger than a King? As a hunter, Rengar could not pass up the opportunity to take on what would be his ultimate prey, and the ultimate trophy. Even with Sentinel weapons in hand, they will need the skills of a true apex predator to take Viego down.",rengar_image.png
Riven ,Fighter Assassin,"['Runic Blade', 'Broken Wings', 'Ki Burst', 'Valor', 'Blade of the Exile', 'Wind Slash']","Riven's destiny is greater than she knows. One day she will determine the fate of the heavens, land, and sea, and awaken the slumbering power of the dragon within her.",riven_image.png
Rumble ,Fighter Mage,"['Junkyard Titan', 'Flamespitter', 'Scrap Shield', 'Electro Harpoon', 'The Equalizer']","The Retro-Futuristic Planet is tired of listening to the boring music brought by Lissandra's evil influence. Fashioning a Groove suit of his own design, Rumble now stomps across his adoptive homeworld, unleashing powerful rockets and a groovy bass track on anyone who'd keep the people from dancing.",rumble_image.png
Ryze ,Mage Fighter,"['Arcane Mastery', 'Overload', 'Rune Prison', 'Spell Flux', 'Realm Warp']","A secret-keeper and didact, whose power dwells in his mind and hands. Tasked with quietly solving the problems of the worlds with little fanfare or recognition, he prepares to fix whatever chaos the fated lovers cause before retreating back to obscurity—serving as a role model to the talented but forgotten.",ryze_image.png
Samira ,Marksman,"['Daredevil Impulse', 'Flair', 'Blade Whirl', 'Wild Rush', 'Inferno Trigger', '/taunt']","The poster was straightforward enough: “WANTED: Tahm Kench - Devil, DEAD OR ALIVE”, followed by a generous sum. Only the Mechanical Devil's got that kinda cash to pay. Samira ain't sure why the other bounty hunters seemed so spooked by a little ol' devil hunt. Well, let 'em shy away. This gunpowder witch don't scare easy.",samira_image.png
Sejuani ,Tank Fighter,"['Fury of the North', 'Arctic Assault', ""Winter's Wrath"", 'Permafrost', 'Glacial Prison']","Victorious Sejuani was awarded to players who reached Gold or higher in the 2022 season. After surrendering their strongest warriors and Iceborn to the Winter's Claw, all tribes of the Freljord now bend to the will of Queen Sejuani, clad in the finest gear her kingdom has to offer.",sejuani_image.png
Senna ,Marksman Support,"['Basic Attack', 'Absolution', 'Piercing Darkness', 'Last Embrace', 'Curse of the Black Mist', 'Dawning Shadow']","When she was just a young witch, a warlock bound Senna's soul to a tome of spells, hoping to rid himself of her rising power. But her time spent disembodied only made her stronger. While others party, the overly serious Senna searches for ghouls and ghosts, planning to send them to the grave... again.",senna_image.png
Seraphine ,Mage Support,"['Stage Presence', 'High Note', 'Surround Sound', 'Beat Drop', 'Encore']","Never content to swim with the tide, Seraphine's making waves with her new sea breeze look. Whether it's on the runway or the concert stage, beach season's open, and the water's warm.",seraphine_image.png
Sett ,Fighter Tank,"['Pit Grit', 'Knuckle Down', 'Haymaker', 'Facebreaker', 'The Show Stopper']","Some guide the dead down the path; others tempt them from it. Another still has no allegiances, as his spirit lies in conflict with itself. Born from Kanmei and Akana, Sett lived harmoniously until, abandoned by his father, he sought retribution. Now he can only catch whispers of salvation as he spends his days challenging slain warriors, testing their worth.",sett_image.png
Shaco ,Assassin,"['Backstab', 'Deceive', 'Jack in the Box', 'Two-Shiv Poison', 'Hallucinate']","The Automaton Shaco felt nothing toward the quarreling leaders until Polaris snapped her fingers and ordered her ""gifts"" to corner the trio. ""Winter is cruel,"" she boomed, ""and warmth is meant to be shared. Let this punishment serve as a warning."" In a flurry of snow, Polaris disappeared, leaving the Automaton and Beast to dispense her judgment.",shaco_image.png
Shen ,Tank,"['Ki Barrier', 'Twilight Assault', ""Spirit's Refuge"", 'Shadow Dash', 'Stand United']","Once half of an elite operative duo for the Shockblade order, Shen stepped away from combat after he made a mistake that nearly cost the life of his partner, Zed. Now Shen mentors young shinobi training to join their ranks – but his new charge may inspire him to take up his sword and join the fight once more.",shen_image.png
Shyvana ,Fighter Tank,"['Fury of the Dragonborn', 'Twin Bite', 'Burnout', 'Flame Breath', ""Dragon's Descent""]","Shyvana's ruination brings a newfound darkness, as well as clarity. Turning swiftly against Demacia for its persecution of magic, and sinking into her more draconic emotions, she appears as an avenging beast of old, ready to topple Demacia for its ignorance.",shyvana_image.png
Singed ,Tank Fighter,"['Noxious Slipstream', 'Poison Trail', 'Mega Adhesive', 'Fling', 'Insanity Potion']","Though many in the Resistance find Singed unsettling, few can deny his efficacy in pushing back the machine threat. For Singed, the only thing that matters is driving back Viktor's creations, whatever the means.",singed_image.png
Sion ,Tank Fighter,"['Glory in Death', 'Death Surge', 'Decimating Smash', 'Soul Furnace', 'Roar of the Slayer', 'Unstoppable Onslaught']","As soon as Sion knew life, he knew rage: rage that ripped the restraints from the operating table; rage that crushed the bones of those men who tried to play at the miracle of Creation; rage that he ain't, nor ever would be, the second clockwork angel they had hoped to construct. Sion knows rage, and so will the world.",sion_image.png
Sivir ,Marksman,"['Fleet of Foot', 'Boomerang Blade', 'Ricochet', 'Spell Shield', 'On the Hunt']","A mercenary Eclipse Knight known for her skill in battle and lack of chivalry, Sivir sells her services eliminating witches and monsters who menace the countryside, ignoring threats that do not prove lucrative. Though many knights find nobility in their stated purpose, Sivir cares naught but for coin, pledging to aid her order only in their final, dire hour.",sivir_image.png
Skarner ,Fighter Tank,"['Crystal Spires', 'Crystal Slash', 'Crystalline Exoskeleton', 'Fracture', 'Impale']","An ancient creature of deep, primal wisdoms from before the forming of the first galaxies, Skarner is composed of the very elements that are the building blocks of all the cosmos. His kind are the radiant antithesis of the ancient, squirming things that lurk in the deep darkness of space, and beyond it.",skarner_image.png
Sona ,Support Mage,"['Power Chord', 'Hymn of Valor', 'Aria of Perseverance', 'Song of Celerity', 'Crescendo']","Quiet and reflective, Sona spends her time away from the Guardians as a composer of music... and her time with them as a fighter of incredible power, blasting enemies away with sonically charged starlight. Though she cannot speak, she always makes her voice heard through deeds... or her chatterbox familiar-slash-interpreter, Chiizu.",sona_image.png
Soraka ,Support Mage,"['Salvation', 'Starcall', 'Astral Infusion', 'Equinox', 'Wish']","In a secluded corner of the Akana forest, Soraka weeps for those she's lost. Each life cut short she longed to save, but for as many that welcome her as a savior, there are others who see her power as a merciless cruelty. To the Spirit of Pity, death is never a blessing.",soraka_image.png
Swain ,Mage Fighter,"['Ravenous Flock', ""Death's Hand"", 'Vision of Empire', 'Nevermove', 'Demonic Ascension', 'Demonflare']","Swain knows how important the alliances formed at the Festival of the Crystal Rose are… and how fragile. His determination to see the event go perfectly has gained him a connection with Zyra, the Rose's protector. With her help, he intends this to be the most successful festival ever—and that he will be celebrated as its architect.",swain_image.png
Sylas ,Mage Assassin,"['Petricite Burst', 'Chain Lash', 'Kingslayer', 'Abscond', 'Abduct', 'Hijack']","Sylas deeply loved magic, but long years of imprisonment made him hateful. As a knight, he deigned to take as much power for himself as he could, and perhaps become a new wellspring of enchantment… yet, it was all for naught. Now only the dying shadow of magic remains, with he its final, bitter champion.",sylas_image.png
Syndra ,Mage,"['Transcendent', 'Dark Sphere', 'Force of Will', 'Scatter the Weak', 'Unleashed Power']","Children hear stories of the savior of lost souls, the ever-reclusive Spirit of Freedom. One such speaks of a tree that wrapped its roots around a wandering wisp. The wisp struggled alone—until Syndra ripped off the bindings that held it tight, as she would do for all creatures, lest they be lost forever.",syndra_image.png
Tahm Kench ,Support Tank,"['An Acquired Taste', 'Tongue Lash', 'Abyssal Dive', 'Thick Skin', 'Devour', 'Regurgitate']","Tahm Kench is a magnanimous devil: happy to lend a magical sword to a lady in need, or to assist her in robbing the Sulfur Rail, or even to deliver her to a calamitous destiny as a fellow Harbinger of the End Times. He don't need no compensation. She'll just owe him a favor… because in the End, it pays to have friends.",tahm-kench_image.png
Taliyah ,Mage Support,"['Rock Surfing', 'Threaded Volley', 'Seismic Shove', 'Unraveled Earth', ""Weaver's Wall""]","A rowdy, boisterous fighter by night and a somewhat reserved first year student by day, Taliyah's missions with the Star Guardians are a chance for her to discover the kind of person she wants to become. Surfing across the city on a giant wave of starlight, she's okay with taking her time.",taliyah_image.png
Talon ,Assassin,"[""Blade's End"", 'Noxian Diplomacy', 'Rake', ""Assassin's Path"", 'Shadow Assault']","Devilishly handsome and wearing the latest in Western chic, Talon is equally ready to rock the runway or ride the open road. Those boots are made for walking, and he'll walk all over anyone standing in his way.",talon_image.png
Taric ,Support Fighter,"['Bravado', ""Starlight's Touch"", 'Bastion', 'Dazzle', 'Cosmic Radiance']",Taric always found himself wanting more out of life and dreamed of discovering what was beyond his mundane world. His wish was granted when Teemo arrived on his planet and swept him off on an adventure. He's now found a place for himself as Ornn's apprentice as he works to understand the concept of Groove.,taric_image.png
Teemo ,Marksman Assassin,"['Guerrilla Warfare', 'Blinding Dart', 'Move Quick', 'Toxic Shot', 'Noxious Trap']","Hailing from Boogiewonderland, Teemo is so absorbed in The Groove that he is The Groove, literally. Leader of the Groove Guard, Captain Teemo scouts and maps the galaxy, trailing smaller boogies in his wake. His dream: to connect all the planets he can to the Hyperfunk Supervibeway.",teemo_image.png
Thresh ,Support Fighter,"['Damnation', 'Death Sentence', 'Dark Passage', 'Flay', 'The Box']","As paradoxes multiply and more rogue agents rebel against the grasp of the chrono-enforcers, Thresh, as commander of the Rembrancers, takes matters into his own hands. He must not yield control of time to these interlopers… nor to the growing Praetorian threat.",thresh_image.png
Tristana ,Marksman Assassin,"['Draw a Bead', 'Rapid Fire', 'Rocket Jump', 'Explosive Charge', 'Buster Shot']","For those that seek glory on the battlefield, to those that look to the spirits for a bountiful harvest, Tristana greets all with a toothy grin. The Spirit of Chance has no favorites, no obligations or motives. She simply delights in the chaos, the fear in men's eyes at the roll of the dice.",tristana_image.png
Trundle ,Fighter Tank,"[""King's Tribute"", 'Chomp', 'Frozen Domain', 'Pillar of Ice', 'Subjugate']","Teenage nightmare Trundle leaves everything distressedBut he won't lift a finger cleaning up his messHowling, growling, scowling, his chores he won't address,For he has a team (or two) of Scareball players to impress!",trundle_image.png
Tryndamere ,Fighter Assassin,"['Battle Fury', 'Bloodlust', 'Mocking Shout', 'Spinning Slash', 'Undying Rage']","A fiendish god of rage and battle, Tryndamere embodies the moment when war descends into bloodied frenzy. Peace is anathema, but perhaps Yone's crusade presents an opportunity… After all, to Tryndamere, chaos is best when it is born of order's decay.",tryndamere_image.png
Twisted Fate ,Mage,"['Loaded Dice', 'Wild Cards', 'Pick a Card', 'Stacked Deck', 'Destiny']","He may be a scoundrel, but Twisted Fate is known the galaxy over as someone who gets things done. But even he can't find a trace of his long lost partner, Graves. So when some cats offered him intel on Grave's whereabouts in exchange for the location of the legendary underground disco, The Jam, he happily obliged. What's a few party crashers, anyway?",twisted-fate_image.png
Twitch ,Marksman Assassin,"['Deadly Venom', 'Ambush', 'Venom Cask', 'Contaminate', 'Spray and Pray']","It starts like this: An ill wind blows across the desert, dessicated rats turn up in the streets, rotting under the hot sun. Then the traveling undertaker arrives. No one knows who (or what) he is, nor where he hails from… But it seems even Death has a bone to pick with the King of the Sulfur Rail. Another Harbinger arrives.",twitch_image.png
Udyr ,Fighter Tank,"['Bridge Between', 'Wilding Claw', 'Iron Mantle', 'Blazing Stampede', 'Wingborne Storm']","Every dragon that dies leaves behind a blazing spirit. Through Udyr, a mystic who doubted the old tales, these dragon spirits have the chance to touch life once again. He believes that dragons are only as evil as those who command them and, in channeling the spirits and their flames, seeks to prove it to the slayers.",udyr_image.png
Urgot ,Fighter Tank,"['Echoing Flames', 'Corrosive Charge', 'Purge', 'Disdain', 'Fear Beyond Death']","Unctuous Uncle Urgot has no nose to smellNo feet or toes to stink, but he's still feeling swell'Cause visitors arrive and ring the household bellWith new parts not so rotten for him, and tummy snacks as well!",urgot_image.png
Varus ,Marksman Mage,"['Living Vengeance', 'Piercing Arrow', 'Blighted Quiver', 'Hail of Arrows', 'Chain of Corruption']","Ain't nothin' for a dead angel to do but resign himself to grief. Varus was content to allow Mordekaiser to take him past the infernal gates themselves… Until a ragtag gang of thieves interrupted his mourning. Varus now picks up his bow once more, riding as a Harbinger. It's high time he got revenge for the massacre of Heaven.",varus_image.png
Vayne ,Marksman Assassin,"['Night Hunter', 'Tumble', 'Silver Bolts', 'Condemn', 'Final Hour']","Vayne has donned her even finer Lunar Revel garb, noting the growing anxiety around her explosive-shooting metal wrist-pig. Fashion upgrades solve all problems.",vayne_image.png
Veigar ,Mage,"['Phenomenal Evil Power', 'Baleful Strike', 'Dark Matter', 'Event Horizon', 'Primordial Burst']","Veigar has big plans. BIG. First, he'll amass an army of monsters, preferably from the darkest, scariest corners of the land. Then he'll use the CORE to create a bond with said monsters and amplify their power. Then he'll take over the world!! Hmm... he might have missed a step.",veigar_image.png
Vel'Koz ,Mage,"['Organic Deconstruction', 'Plasma Fission', 'Void Rift', 'Tectonic Disruption', 'Life Form Disintegration Ray']","Beneath the ice they slumber, trapped as two worlds pass them by. Watching, waiting, for the day they will rise again, and all will be buried in ice.",vel-koz_image.png
Vex ,Mage,"[""Doom 'n Gloom"", 'Mistral Bolt', 'Personal Space', 'Looming Darkness', 'Shadow Surge']","Vex didn't need anyone. Growing up alone, she was self-sufficient and annoyed by most people. Her realm's destruction barely made her blink, but her new Empyrean powers did give her an idea. By empowering her own shadow, she finally had a companion she tolerated. Vex may not need anyone, but then again, misery loves company.",vex_image.png
Vi ,Fighter Assassin,"['Blast Shield', 'Vault Breaker', 'Denting Blows', 'Relentless Force', 'Cease and Desist']",Celebrating the RiotX Arcane event.,vi_image.png
Viego ,Assassin Fighter,"[""Sovereign's Domination"", 'Blade of the Ruined King', 'Spectral Maw', 'Harrowed Path', 'Heartbreaker']","The heir of Camavor, wielder of the Blade of the King, Viego longs to follow in his father's footsteps. To his advisor Kalista, his doubts were clear long before his coronation, as whispers of the sword's bond echoed throughout the Sanctum of Judgement. But he wears the Argent Crown, and with his blade, Sanctity, Viego will strike fear into the enemies of his nation.",viego_image.png
Viktor ,Mage,"['Glorious Evolution', 'Siphon Power', 'Gravity Field', 'Death Ray', 'Chaos Storm']","Many a road to Hell was paved with good intent. Dr. Viktor may be the Mechanical Devil's kept engineer now, but his work began as charity: trying to “rehome” the souls of the dead in clockwork bodies, in order to circumvent mortality itself. Shame that Mordekaiser saw the good doctor's kindness and struck him a deal he could not deny.",viktor_image.png
Vladimir ,Mage,"['Crimson Pact', 'Transfusion', 'Sanguine Pool', 'Tides of Blood', 'Hemoplague']","Vladimir spent years searching for the elixir of life—only to discover that it is, in fact, tea. Since then he has steeped himself in the art of the perfect cup. Though he pretends to frequent the cafe solely to advance his Tasseomancy, Vladimir has grown fond of the ragtag group that allowed him to take up residence among their ranks.",vladimir_image.png
Volibear ,Fighter Tank,"['The Relentless Storm', 'Thundering Smash', 'Frenzied Maul', 'Sky Splitter', 'Stormbringer']","Volibear stands poised between the two drives of his core self—rage and mercy, impulse and restraint, neither overwhelming the other. Balance is an active struggle; each day the predator and protector clash, and each day Volibear's will grows stronger by the grace of the dragon's gift.",volibear_image.png
Warwick ,Fighter Tank,"['Eternal Hunger', 'Jaws of the Beast', 'Blood Hunt', 'Primal Howl', 'Infinite Duress']","Once known as Father Wolf, Warwick roamed the wood and reveled in moonlight's bloody hunt. The Eclipse Order thought to slay him in his den and end his barbarity—but death means nothing to Old Gods, and he did not stay down. Father Wolf howls into the night once more, now slavering for the taste of human flesh.",warwick_image.png
Wukong ,Fighter Tank,"['Stone Skin', 'Crushing Blow', 'Warrior Trickster', 'Nimbus Strike', 'Cyclone']","A consummate troublemaker and prankster, Wukong has failed out of every high school in the region, eventually washing out into Labrys as an 'enrollment of last resort'. A naturally gifted fighter in the Battle Club, he still hasn't learned discipline, and only listens to Caitlyn because she can beat him up.",wukong_image.png
Xayah ,Marksman,"['Clean Cuts', 'Double Daggers', 'Deadly Plumage', 'Bladecaller', 'Featherstorm']","One half of a perpetually incomplete whole, Xayah has found her love not in the world of the Higher Arcana, but the Lower. As she strains to meet the fated Rakan and pull him upwards towards herself, their tension frays and forms discordant knots—setting the stage for something new.",xayah_image.png
Xerath ,Mage,"['Mana Surge', 'Arcanopulse', 'Eye of Destruction', 'Shocking Orb', 'Rite of the Arcane']","Ensnared by his own desires, Xerath leads citizens of Low Arcana to act on their basest urges. The more they are entranced by the forbidden, the more his power grows. But while Xerath believes their temptation will lead to his deliverance, he does not realize that the stronger he becomes, the more tightly his chains bind him.",xerath_image.png
Xin Zhao ,Fighter Assassin,"['Determination', 'Three Talon Strike', 'Wind Becomes Lightning', 'Audacious Charge', 'Crescent Guard']","Xin Zhao is a popular man at the New Year's festival— and not just because he hands out lots of red envelopes. He is the reliable protector that keeps his more chaotic friends from getting into often-explosive mischief, and does it all with a cool, casual grace that leaves everyone swooning.",xin-zhao_image.png
Yasuo ,Fighter Assassin,"['Way of the Wanderer', 'Steel Tempest', 'Wind Wall', 'Sweeping Blade', 'Last Breath']","The song of steel grew silent, and Yasuo was the last living soul on the battlefield—though he imagined he could hear the thankful murmurs of the villagers he'd protected. Wounded and dying, Yasuo produced his flute to play a last haunting elegy. The Dragon of Dreams descended from its mountaintop, moved by Yasuo's song, and offered him its power...",yasuo_image.png
Yone ,Assassin Fighter,"['Way of the Hunter', 'Mortal Steel', 'Spirit Cleave', 'Soul Unbound', 'Fate Sealed']","Yone is nervous. As a DJ he's calm, focused, and improvisational, but Ocean Song is his first concert as a DJ and lyricist. After finding his secret stash of lyrics, his friend Nidalee volunteered to belt them out herself when he refused. He may not be ready to sing, but they'll still hear his voice.",yone_image.png
Yorick ,Fighter Tank,"['Shepherd of Souls', 'Last Rites', 'Awakening', 'Dark Procession', 'Mourning Mist', 'Eulogy of the Isles']","The grove he called home burnt to ashes before his very eyes. While another retreated into solitude, Yorick allowed the rage to consume him. The flowers and trees that bloom in the Spirit of Ruin's wake are haunting, the gardeners that tend to them howling creatures of the night.",yorick_image.png
Yuumi ,Support Mage,"[""Bop 'n' Block"", 'Prowling Projectile', 'You and Me!', 'Zoomies', 'Final Chapter']",Honoring Meiko's winning performance as Yuumi during the 2021 World Championship.,yuumi_image.png
Zac ,Tank Fighter,"['Cell Division', 'Stretching Strikes', 'Unstable Matter', 'Elastic Slingshot', ""Let's Bounce!""]","The Foreglow affects everyone differently. For Zac, it burned away all of his insecurities, but opened up his senses to the loneliness felt by the other Zacs across the realms. They needed him, and now he has the power to bring everyone together as one. A family reunion for the ages.",zac_image.png
Zed ,Assassin,"['Contempt for the Weak', 'Razor Shuriken', 'Living Shadow', 'Shadow Slash', 'Death Mark']","The Foreglow is a power many desire, but Zed resents how it exposes him. His is a strength born from darkness, away from prying eyes. Perhaps in the fallen Husk realm left in Pyke's wake can he build a new domain of shadows, one that no Empyrean can topple.",zed_image.png
Zeri ,Marksman,"['Basic Attack', 'Living Battery', 'Burst Fire', 'Ultrashock Laser', 'Spark Surge', 'Lightning Crash']","An up and coming Water Tamer from the Southwest, Zeri is diving into the Ocean Song Festival headfirst. This is her first time handling a stage on her own, and she may have gone a little overboard with her showstopper plans in order to give herself a calling card. Everybody loves a little overstimulation, right?",zeri_image.png
Ziggs ,Mage,"['Short Fuse', 'Bouncing Bomb', 'Satchel Charge', 'Hexplosive Minefield', 'Mega Inferno Bomb']","According to all known laws of apiculture, bees shouldn't be given explosives. Hey! Put that bouncing bomb down, bee!",ziggs_image.png
Zilean ,Support Mage,"['Time in a Bottle', 'Time Bomb', 'Rewind', 'Time Warp', 'Chronoshift']","For most denizens of Candy Kingdom, there's never enough time to eat all the sweets. For Zilean, there's never enough candy to fill all the time.",zilean_image.png
Zoe ,Mage Support,"['More Sparkles!', 'Paddle Star', 'Spell Thief', 'Sleepy Trouble Bubble', 'Portal Jump']",Honoring Scout's winning performance as Zoe during the 2021 World Championship.,zoe_image.png
Zyra ,Mage Support,"['Garden of Thorns', 'Deadly Spines', 'Rampant Growth', 'Grasping Roots', 'Stranglethorns']","Zyra was once a longtime associate of Graves and a skilled con artist, but grew dissatisfied with the monotony of a low-end criminal lifestyle. Seeing a way out, Zyra merged with the 4th-dimensional horrors from Beyond. She now follows the edicts of an alien power, ripping veins of sentient sludge from the earth and rending her enemies asunder.",zyra_image.png
