Name,Type,Skills,Bio,File_name
Maloch,['warrior'],"['Cleave', 'Souleater', 'Shock']","Tremble, you bugs!Deep in the Abyss lies the Great River of Fire, a river of lava and blood that flows through the territory of Maloch, Lord of the Abyss. He is the greatest liege of the Abyss, and its most powerful warrior, heir to the supreme throne of Volkath, Lord of Darkness.While Volkath was a consummate leader by nature, Maloch's reign is crude and primitive, founded entirely upon his personal strength. Since the Ancient Era, the name Maloch has been a byword for strength and violence; he has led the vanguard of the legion in both the Divinity War and the First Invasion, terrorizing all of Athanor.A beast born for war. After many millenia, Volkath's assessment of Maloch still holds true. When the Lord of Darkness was slain by Tel'Annas,  it was Maloch who picked up his body and the Abyss legion's standard, rallying the routing demons and cutting a bloody escape for them through countless enemies.It was Maloch's ferocity in battle that allowed the Abyss Legion to move against the south, building several strongholds in the area. They may have lost the war, but they established a foothold in Athanor for the first time. And so the lords of the Abyss unanimously voted Maloch as their new leader.Barbaric brute that he is, Maloch was fiercely loyal to Volkath, and smart enough to know that he does not have the same talent for politics as his predecessor. Unlike the Lord of Darkness, Maloch shares his power with the other lords of Abyss such as Veera and Nakroth, as well as the Corrupted who join their ranks, uniting all of Abyss with a common interest.Of course, this was not Maloch's own idea. Maloch places absolute trust in Veera, and accepts her recommendations and strategies without question. The fact that they are lovers is no secret in Athanor, and Maloch prefers the blade that he can hold and feel in his hands to intangible and invisible political power.That is why Maloch has given Veera full control over Abyss territory in the overworld, while he has returned to the Great River of Fire with his demonic legion, training an army more formidable and terrifying than any that the world has ever seen. If the Temple and World Tree were destroyed and the Abyss were to achieve their goal of dominion over Athanor, it would not be Maloch sitting on its throne. There are so many other worlds left to conquer, after all.All that my banner touches shall be Abyss land!",Maloch_image.jpg
Marja,['mage'],"['Dark Pulse', 'Soul Devourer', 'Ghostwalk']","What doesn't kill me makes me stronger.The champion maiden of the Veda, the skilled of the skilled, the top apprentice of Edras, the Vedan Magician… Marja was all of these at once and the world loved her for it. Even Volkath, a captive of Edras, put aside his prejudice and hate for the Veda to pursue a romance with Marja.Brave and cunning, Volkath could do no wrong in Marja's eyes. Though everyone was mortified by this union, the two fell deeply in love. However, they were blessed by none and doomed to split, for their backgrounds clashed and their ideals were in complete contradiction. After a public fallout between Volkath and Edras, poor Marja was in a dilemma. Her master, should she stand by her master, who stood for all of her beliefs, or her lover? There was no way she could choose.The Veda expected all of its members to stand together against their common enemy, leaving everyone displeased to see Marja sitting on the fence. Though Edras understood and supported Marja's concerns, the others treated her as a traitor. Marja was a stubborn girl, however, and did not back down despite the controversy. Instead, it only made her more convinced that she was not in any way at fault.The war continued for a thousand years until Edras fell and Volkath retreated, injured. Marja was now hated by all in the Veda. She was no longer considered Edras' successor, and was instead fingered as the one who had worked with the enemy to bring about the great leader's demise.The Veda had evidence that Marja had lent a hand to Volkath, helping him gain powers that were not supposed to be his. Marja herself admitted that it was so. I did help Volkath, but that was before the war began, she explained. This doesn't mean that I'm against the Veda—I just supported his beliefs. Never did I give him any aid when he was fighting Master Edras—The enraged crowds did not let her finish her speech. The verdict was out immediately, and Marja would be punished by the hands of Ilumia, the new Seer. Your title, your powers, all will be taken from you. You will spend the pitiful remainder of your life slowly being devoured by bugs in your dark, cold cell. So, that's the price you must pay for love, huh? How sweet! I'm so jealous! Ilumia cackled, finally able to get her much-desired revenge, for she, centuries before, had also loved Volkath from afar, yet her love had always been unrequited.Marja did not deign to reply to Ilumia's snide remarks, considering it pointless to pick a fight now. Unable to get a rise out of her, Ilumia left with a disappointed shrug. The shadow worms in the Phantom Pit, however, were getting ready for the time of their lives. Marja, with her boundless angst, would taste so good! But Marja also looked a bit creepy. Dare they come close to her?Eat away, eat away! I won't be able to escape this prison unless you guys are well-fed, Marja said, comforting the terrified shadow worms.As the judgment was carried out in haste, no one really knew the details of how Marja helped Volkath with entering the Abyssal Fissure through the Phantom Pit and obtaining dark powers from the Lokheim. And Marja herself had also received precious dark powers from Volkath, one of the rare few gifts he had sent. Though no longer a goddess, though no longer powerful, Marja was still ready. It was only a matter of time. Soon, she would rise again.The day will come when I return and bring judgment to you all.",Marja_image.jpg
Max,['warrior'],"['Bionic Blender', 'Smooth Moves', 'Liftoff']","Technology will advance humanity!As stated by Max the Wunderkind in his autobiography, the genius inventor owed his accomplishments to his master, Moren the Technowiz. Old Moren may be contentious and rude, but he spared no expense when it came to Max's education.Max lived a rough life. His father died in war before he was born and his mother worked herself to death trying to raise her son alone. With no money to his name and no life skills to speak of, Max was left wandering the streets. He spent his time huddled near the home of humanity's largest producer of waste, Moren.Meanwhile, Moren was still mired in the shadows in Skud's wake. His productivity and quality was taking a hard hit as he tossed out priceless machinery like trash. This trash became a source of income for Max, and he, in turn, was inspired to become an inventor.Max's riches provoked the ire of the other vagrants. They banded together to chase the young orphan off their streets. Knowing he was outnumbered, Max wisely opted to retreat, at least until he built himself a mechanical weapon from the scrap parts he had collected, and returned to teach those bullies a lesson.Awakened by the noise, Moren was impressed by what he witnessed. The weapon Max held was rough around the edges but it held a certain sleekness to it. He invited Max into his home and questioned him about it. Upon discovering that Max had built it himself, Moren immediately offered to take the young genius under his wing. Max saw no reason to say no to the generous offer.Under Moren's tutelage, Max learned the intricacies of building machines. He built vehicles and even transformed the realm's feeblest soldiers into ruthless fighting machines equal to any other warrior in the field. With his inventions, Max became the youngest human in the realm to be knighted. Since then, he has driven his vehicles into countless wars and cemented his place in history.You'll be sorry you ever underestimated me.",Max_image.jpg
Mganga,['mage'],"['Toxic', 'Fortunate Gift', 'Detonation']","Power, is the only worthy pursuit.His ruthless nature and thirst for power make Mganga a natural in the world of black magic. In an effort to gain more knowledge, Mganga planned to enslave the strongest of beasts, and trade them with the demons in exchange for powerful black magic. The priests of his tribe caught wind of this wicked plan, and knew they had to intervene. With their powers combined, they finally put a stop to his evil plans.Mganga, always the one to hold a grudge, plotted mercilessly against the priests for their tampering. The priests, seen as the divine light of the tribe, were hung from trees or slaughtered in their own caves… Overnight, the tribe was placed in serious peril. However, it appeared that Mganga's madness had pushed the powers of righteousness too far, and they mounted a counterattack against him.They swarmed him relentlessly, leaving him no choice but to retreat to the deepest parts of the Dead Jungle. There, he took refuge amongst the venomous serpents and poisonous marshes. This by no means ended his study of black magic. On the contrary, he used his knowledge to communicate with dark forces, and now his mastery of black magic is greater than ever.The weak cowers before power, whereas the strong dominates it.",Mganga_image.jpg
Mina,['tank'],"['Whirling Scythe', 'Death Scythe', 'Dark Dominion']","Do you want to live or die?Mina opened her mouth to answer, but couldn't utter a word. The hunger from two days without food and the effects of drugs infused with dark magic were constantly eating away at what was left of her mind.Mganga looked down upon Mina with satisfaction. He could tell that she was nearing the breaking point. The experiment far exceeded his expectations. You must hold on just a little longer, my dear, Mganga said while putting away the equipment, one more day, and you shall be reborn. However, he failed to notice the growing cracks on the straps which had Mina bound.Your turn now. Do you want to live or die?Mganga was caught off guard by the voice behind him. It's not time yet… how did you… Mina's scythe was upon him before he could finish, but Veera, who had been watching in silence, finally made her move as her slender hand effortlessly pushed away the scythe. Mina's savage eyes softened before Veera's charm.Veera was happy with the results, and Mganga got the reward he deserved. As for Mina… her identity and unspeakable secrets were buried together with the remains of the lab, and the Mina that bows before Veera now is the Reaper Queen.Only the living fear death.",Mina_image.jpg
Moren,['marksman'],"['Tactical Maneuver', 'Impact Barrage', 'Magnetic Storm']","You call that a gun?!?Were it not for his violent and stubborn temper, perhaps Moren would have become a scholar, quietly studying in a tower somewhere. But being a dwarf, Moren was born to drink and fight, preferring fists and bullets over words even when the debate was academic. As a result, no scholars wanted to take him on as an apprentice. This forced him to use his dexterous hands to forge another path: science and blacksmithing.According to (somewhat incomplete) statistics, nearly half of the most highly regarded weapons in the land were either crafted or modified by Moren. Therefore, everyone, from the mightiest of Gods to the most despicable of demons, holds him in high regard. This also meant that Moren was able to maintain a neutral position and, in some ways, remain above it all, for a very long time. Slimz the Trustworthy sensed a new business opportunity in Moren's weapon forging abilities. After haggling over the price, the two eventually signed a lifetime contract. From then on, Slimz had complete ownership of all weapons created by Moren. In return, Moren received several precious mechanical diagrams, an endless supply of materials, and the Castle of Alchemy. This partnership made both parties extremely wealthy, but it also made them the new target of the Army of the Fallen.Following a joint assault by Preyta and Skud, the Castle of Alchemy suffered a devastating defeat. Slimz hoped to retain at least some influence, but he had nothing left to bargain with, and could not persuade the stubborn Moren to stop resisting. He had no choice but to terminate the contract and make Moren a free agent again. Deeply moved by this, Moren deployed his few remaining weapons at the castle and launched a final attack that halted the enemy's advance.Moren's actions enraged Skud who, in a devastating fit of rage, completely annihilated the castle's defenses and all but destroyed Omega, who had recently arrived to aid the castle's defense. Moren, who was seriously injured, attempted to detonate an incendiary bomb that would have taken Skud down with him. However, Omega dragged him to safety before he could detonate the bomb. Moren was grateful yet resentful. Eventually, he followed Omega's advice and accepted a proposal by Thane, the human commander. In exchange, Omega shared with him the secrets of advanced mechanical principles, allowing him to create a new generation of high-tech weaponry.",Moren_image.jpg
Murad,['assassin'],"['Thorn of Time', 'Another Dimension', 'Temporal Turbulence']","Space and time are the fabric in which this world exists. They are also a source of supreme power. However, none of the known systems of magic have spells capable of harnessing the power of space-time. Only an Andura Stone can contain the intangible power of space-time, and allow people to harness it.With the aim of acquiring this power, Murad's ancestors journeyed deep into the desert to look for fragments of Andura. However, Murad's ancestors were able to outsmart Azzen'Ka and acquire the fragments. They used the fragments to forge an extremely powerful weapon that could manipulate space and time, and built a new empire in the desert with its power.When Murad came of age, he inherited the weapon from his father and officially became the heir apparent. He led the imperial army on many expeditions, eliminating dangerous creatures and expanding the empire. This eventually threatened the authority of Azzen'Ka who was furious after discovering the truth behind Murad's weapon. But Murad paid Azzen'Ka no mind. As long as he had the weapon, Azzen'Ka couldn't hurt him.Azzen'Ka was forced to parley with Murad, and capitulate to the demands of the imperial prince. Murad gladly accepted his enemy's willingness to surrender, and missed the golden opportunity to rid the empire of a potential threat once and for all. No power lasts forever, and Azzen'Ka understood this only too well. From the shadows, he manufactured multiple crises that forced Murad to use his weapon to defend the fledgling empire.Overuse of the power accelerated the Andura Stones' decay and, unable to withstand the burden, the weapon developed numerous cracks through which the power of space-time leaked. This efflux greatly weakened Murad's ability to fight, and Azzen'Ka seized the opportunity to conjure a mighty sandstorm that completely engulfed the once prosperous empire. The weapon only had enough power to protect Murad himself, so after a plea by his father, he escaped the catastrophe.But he did not give up. He covered his handsome face and became a solitary desert ranger, seeking a way to repair his weapon while accumulating the strength to confront Azzen'Ka. Murad firmly believes that as long as he has his weapon, he will one day be able to kill Azzen'Ka and restore the honor and glory of his empire.",Murad_image.jpg
Nakroth,['assassin'],"['Jury Fury', 'Death Sentence', ""Judgment's Blade""]","Your sins will be judged in the underworld.Nakroth served as the Arbiter of Souls to the underworld. Prince or pauper, sinner or saint, all must face his judgment before continuing their journey to the underworld.When Preyta opened the channel between the underworld and the continent, Nakroth joined Hell's Legions in invading the mortal realm. However, unlike the ruthless Fallen, the souls under his command were prohibited from killing prisoners and civilians under his strict code. For Nakroth, combat was the means to test his mettle against the most formidable adversaries available, not an excuse for unbridled slaughter.Of course, Nakroth's benevolence did not extend to the battlefield, where he inspired deep reverence in his enemies for his bravery and skill. No one would dare ignore Nakroth's presence. The blade he wields is the source of our nightmares. Although usually reserved, Nakroth couldn't help but give a faint smile upon hearing such words from his enemies.In life or in death, you will not escape me.",Nakroth_image.jpg
Natalya,['mage'],"['Arcane Spirits', 'Arcane Nova', 'Lethal Rays']","When the Fallen invaded, a group of devout followers at the Temple of Light willingly submitted themselves to Poison Fang, a parasite, becoming immortal warriors to protect their sacred ground from the Fallen while bearing the eternal and wicked curse. The hosts of Poison Fang cannot be killed, and the parasite can be passed onto offspring through generations. Natalya, a descendant of these warriors, also carried the parasite.When one of the tribe fell to insanity caused by the overwhelming power, the warrior was devoured, and his strength was absorbed by the rest of the tribe. To fight the external threats, the Temple quarantined the tribe to breed stronger hosts.Natalya happened to be the best descendant the Temple had seen in years. To appease her, the Temple even sent an emissary with extravagant gifts to her coming-of-age ceremony. What they did not know was that Natalya had grown tired of the humiliating quarantine and did not want to see her tribe falling insane.I will bear all the sins! She devoured her entire tribe during the ceremony to end their cursed destiny. With her head held high, Natalya showed her determination to break away from the Temple, for she knew very well that the root of the curse was the ambitious Temple.Natalya faded into darkness and managed to split from the Poison Fang with curses from the same school of magic. In exchange, she swore allegiance to Veera. With Poison Fang by her side as a loyal pet, Natalya held the power to rain destruction in her wake.",Natalya_image.jpg
Omega,['tank'],"['Guardian Mode', 'Crash Mode', 'Exterminate']","Peace or war? That is the question.The birth of this weapon was juxtaposed with the capability of destroying all weapons. It was unclear whether or not Omega was created to wage wars or to end them.His existence and the contradictions his abilities possess had captivated and fascinated gods and mortals alike. Omega was one of a kind. It belonged to no specific realm or civilization, yet it possessed intelligence, self-awareness, controlled behavior, and a natural instinct to wage war. Theories suggested that Omega was part of an ancient, powerful, and mysterious civilization that proceeded all civilizations and divine realms of the present. Yet he was the only living proof of it, and was alienated by this world because of it.The intrigue of Omega's origins were not important, for the more pressing issue was its abilities and their contrasting connotations. Omega's compulsion to wage war and his prowess in battles had led suspicions to rise among the gods. They had every reason to doubt by which method Omega was created to end all wars.Violence for violence, war for war!",Omega_image.jpg
Omen,['warrior'],"[""Death's Beckon"", 'Untouchable', ""Death's Embrace""]","Death reigns eternal!Omen the Insatiable was a killing machine. He was born from the deepest, darkest depths of the demon abyss, a place as cold and soulless as he. Even demons born of the same abyss refused to stand by him, fearing that his chill would wipe them away.Despite this, Omen rarely graced the stage of war. For Omen lived only to kill – not just his enemies, but fellow demons and the Lokheim fighting alongside him. All who could use him, feared him. Suffice to say, he was a loose cannon nobody wanted.The leader of the Lokheim, Maloch, was at a loss. He understood Omen was the physical manifestation of the Lokheim's desire to kill, and that retribution would be swift should he try to leash Omen's abilities. In the end, Maloch could only hide Omen away in the abyss. There he stayed, forgotten, until Arduin's army invaded Maloch's ranks.Maloch was badly injured and Veera was busy leading what was left of their army against Arduin's main forces. Neither had the energy to spare to defend themselves against Arduin's reinforcements. In desperation, Omen was awakened from his deep slumber, unleashing the murderous desires suppressed for many years. Omen stood alone on the passage of frost, fighting off every last member of Arduin's army. No tales of this battle were ever shared as there was no one left alive to tell them.Satiated, Omen once again found peace. But tales of his return soon spread across the land.He's the physical manifestation of the abyss! The bringer of senseless wars and gruesome murders!",Omen_image.jpg
Ormarr,['warrior'],"['Unstoppable', 'Swagger', 'Walking Tall']","Knock me down and watch me rise again!Born of the Bloody Axe clan, Ormarr had explosive powers and endurance. Ormarr had wielded his massive hammer and sword in countless clan battles, and was always the first to attack and the last to withdraw. His adept fighting abilities and thirst for battle had earned him the nickname The Frenzy, as well as the respect of all of his enemies and his people.It had always been Ormarr's dream to become the leader of his clan, but in his pursuit for power, he made many foolish decisions. He once tried to raid the supplies of an ally, and this lead to his clan being banished to the ice fields of the north. Strangely enough, this did nothing to harm Ormarr's reputation. On the contrary, his people stood firmly behind him as he fought for glory.Ormarr had never disappointed his clan. When the Demon Army engulfed the continent, Ormarr volunteered to lead the campaign to defend his clan's fortress. Outsiders were so impressed by his bravery that they flocked to the fortress, bringing in emergency supplies, reinforcements, and support. From then on, no one dared to describe Ormarr and his clan as barbarians again.The battlefield is the only place for a warrior to die!",Ormarr_image.jpg
Peura,['support'],"['Healing Light', 'Forest Sentry', ""Nature's Rally""]","The first time Peura saw the wings of Lauriel, she was being wildly chased by Aleister. In fact, after Aleister defected from the Bright Temple, he started coveting the Fountain of Light under Lauriel's protection. After all, it was a key ingredient for his magic experiments. Lauriel fell under siege of the Fallen and suffered severe injuries. She was left with no other choice but to escape into the Dark Forest. This is when she encountered the forest guardian, Peura, who lent her a helping hand.However, Peura had no way to resist the destructive power of Aleister's magic. In order to prevent Aleister from succeeding, Lauriel handed the Fountain of Light to Peura and stood her ground so that she may escape. Aleister was very cunning however. He didn't give them any chance as he dropped thunder on them and turned them black and blue.I will drink this all before I let him succeed! The weakened Peura used her last bit of energy to drink the Fountain of Light and the light energy it contained burst throughout her body. In fact, the overflow of power even burst forward and healed the prostrate Lauriel before her eyes. With Peura's help, Lauriel recovered and successfully defeated Aleister.After it was all over, Lauriel invited Peura to join the Temple of Light, but she politely refused. I have a sworn oath to protect the Dark Forest, but visitors from the Bright Temple will always be considered friends.",Peura_image.jpg
Preyta,['mage'],"['Plague Specter', 'Poison Gas Bomb', 'Disciple of the Plague']","Tremble, for I am the Plague, the Avatar of Pestilence.Born from battle, Preyta lived to spread disease and pestilence. During an ancient conflict between forgotten kingdoms, bodies began to pile high. Without time for proper burials, the dead were rolled into a deep ravine to fester and decay. Preyta was the soldier tasked with guarding this area. However, as the corpse pile grew, the perpetual rot and festering corpses grew into something more. Preyta's soul became infected, his mind warped and twisted until all that remained was a servant of the plague. Empowered by the rot, a new creature was born.All living things were susceptible to the plague and Preyta knew just how well and quickly it could spread in time of war. Bards told tales of battlefields decimated by the purveyor of pestilence. He could appear anytime, on any battlefield, and rain down a putrid virus capable of consuming all life.Preyta could cause even the bravest of souls to cower in fear. Drawing powerful magic from pestilence, he could obliterate any shred of willpower that his enemy could muster before infecting them with a deadly pathogen. He is the scourge, and he has returned to this world.",Preyta_image.jpg
Raz,['mage'],"['Rising Uppercut', 'Power Surge', 'Explosive KO']","Raz was an important figure in Thane's eternal struggle against the Fallen. The magnificent king embedded Raz deep in the darkness to be his eyes and ears.Raz possessed superhuman speed and agility, most importantly his blinding fists struck fast and true. In his long mission, Raz won the trust of Preyta. Earning his favor, Raz was made head of a small strike team in Preyta's army. Using his authority and guile, Raz was always able to stay two steps ahead of the Fallen, leveraging sabotage and subterfuge to impede the dark army.However, Preyta was no fool. He could smell a rat. He laid careful machinations to catch the traitor in his midst, even Raz was blissfully unaware until it was too late. While pursuing a false lead, he fell into Preyta's trap. He was immediately surrounded by an ocean of corrupted souls.Uttering foul curses, Preyta and his ilk closed in around Raz. He could sense that the end was near, but he could not just lay down and accept this kind of fate. Using his last bit of strength Raz lashed out with a fury never before seen in Athanor. His fists were on fire, lighting up his foes and his rage, until finally he broke through. However, his hands were badly broken and his spirit greatly wounded.Raz limped his way back into Thane's court where he collapsed onto the ground. To save his friend, Thane rushed Raz to the citadel and beseeched the angel Lauriel for aid. But in order to receive the Light's blessing, Raz would have to undergo a grueling trial, and if he failed, he would die.But luckily, he did not. Not only did Raz triumph and heal himself, he was stronger than he was even before. His gauntlets glowed a crimson light that grew steadily stronger as his resolve to vanquish the Fallen grew ever more steeled. His fists would tear anything down that stood in the way of his righteous fury.",Raz_image.jpg
Rourke,['warrior'],"['Charged Shot', 'Bolt', 'Determination']","Don't let the world change your smile. Let your smile change the world.People often forget that Rourke, the perpetually bright and cheery Captain was once a dauntless warrior, until they see the scars on his arm. But what a warrior he was—this brave archer hailing from the Casanova Fort took part in hundreds of battles, including the infamous Battle of Bashkir. If you put all the war records containing his name in a stack, it would be taller than Rourke himself.The world was not kind to Rourke: every single one of his family members died one-by-one to war and famine, and his beloved brother-in-arms fell in the Battle of Bashkir, hand still clutching his longsword that had slain many an opponent as he drew his last breath.After that, Rourke lost his right arm protecting the Humans when a curse conjured from an enemy worked its way up his arm, forcing him to chop it off before it could kill him. But hey, we won, right? Rourke pointed out. The lookers-on sighed in relief. They were worried that their sunshine warrior would break down in grief, but it turned out he remained as optimistic as ever.In accord to the laws set by Astrid, the Duchess of Rose, Rourke was granted a sprawling manor after his return from war, meaning that he would live in luxury for the rest of his life without ever having to worry about working again. But that did not sit well with Rourke, who grew restless without a purpose in life.Thus, Rourke anonymously gifted the manor to the surviving relatives of one of his battle companions, and set off for the Federation of the Free, carrying a recommendation letter from the Duchess, and landed the job of Captain in a foreign town near the borders.To thank him for taking the position, the craftsmen of the Federation manufactured a mechanical crossbow to be fitted where Rourke's lost arm had once been, enabling him to fight like he had before. This is my new home. I've bid farewell to my past, and found my new life, Rourke stated. He loved his new place, as anyone who hears his hearty guffaws would be able to tell you.The townsmen adored the new Captain as well—he was not stuck-up like other officials, and was instead a constant source of happiness wherever he went. He was, however, a warrior tried and true when performing his duties. After all, you can't keep order in your territory just by being happy, can you?With the relationship between the Federation of the Free and the Verno Woods gradually improving and the promotion of the Chamber of Commerce, a market road was established, meandering right through Rourke's little town. The blooming business brought prosperity and crowds, and with them came trouble as well.You can fight all you like outside, but this is my town, my rules! As complications arose, Rourke decided to show the outsiders that he was no easy target. He had only one clear goal: to protect the town and the rights of its citizens, and ensure that all business affairs conducted in his town were legal and above-board.His efforts paid off. None who entered the town dared participate in criminal activities, for fear that the righteous Captain would smite them with one blow. Order was maintained in the town, and Rourke was respected by all.You wanna use violence to get rid of problems? I'll use violence to get rid of YOU!",Rourke_image.jpg
Roxie,['tank'],"['Wild Fire', 'Blazing Shield', ""Agnie's Grasp""]","Roxie and Agnie were a happy-go-lucky pair of adventure seekers.Roxie came from a long line of historically-renowned explorers—some of them were, in fact, the ones who dug up the mineral veins that brought riches and prosperity to Mildar. The happy (and definitely a bit insane) family would have been able to just settle down and enjoy a peaceful life of affluence, yet the desire for adventure that ran in their veins would not allow them to do so. Instead, they paid their most trusted friends a generous amount, enough to raise a newborn all the way to adulthood, and entrusted them their offspring so that they could continue seeking out grand new worlds without needing to lug around a whining child.That was how Roxie's grandfather grew up. It was how her father grew up. Roxie herself, too, was no different. The only childhood memories she had of her parents were letters that came every few months—as long as the intrepid couple hadn't managed to trap themselves in some mysterious crypt or gotten too immersed in exotic locations to remember to write to their only child.Roxie envied the lifestyle of her parents to no end. She remembered little about either of them, but their letters spoke of happiness and romance, and Roxie, being young and full of imagination, was completely sold. The day will come when I set off on an adventure of my own and meet my Prince Charming, she would always say. Her days were well-spent in detailed daydreams of her future travels, where she would journey to the end of the world and unearth exciting relics and mystic treasures alongside some dashing gentleman.Unfortunately, Roxie did not find her Prince Charming—life throws curveballs like that. Instead, she found her travel companion in a mischievous and infinitely annoying fire spirit named Agnie.A gift from Roxie's parents to celebrate her coming of age, Agnie was energetic and loved pranks of all kinds. With it came a treasure map Roxie's parents had lovingly drafted, marking countless explored and unexplored treasure locations. On the birthday card were the words: Go on, search for everything you could ever want. We look forward to meeting you somewhere along the way! Love, Mom and Dad.This was clearly her cue to set off on her first adventure! Roxie could hardly wait. She had her backpack and her mining pick. She was ready for Roxie's Grand Adventure.What about me? You should call it 'Agnie and Roxie's Grand Adventure', the fire spirit complained, poking its head out of the backpack.Who cares about you? I don't even need you.Bet you won't be able to even read the map without me, dummy!Roxie couldn't really argue with that. Agnie was right, for Roxie, despite her aspirations to become the greatest explorer to have ever been born, was hopeless with directions. She could barely tell which side of the map was up. That was the true reason her parents had gifted Agnie to her—she would probably spend days walking in circles otherwise.After bidding farewell to the kind, old man Moren, the optimistic Max and the well-meaning, little spitfire Wisp, Roxie was finally on her way. Agnie was a pain in the neck, but at least it was good company.But where, oh where is my Prince Charming?",Roxie_image.jpg
Ryoma,['warrior'],"['Pinwheel', 'Wailing Blade', 'Spectral Ire']","Don't dwell on the past. Instead, focus on the future.Ryoma's father's last words became his motto. As the heir of a samurai, Ryoma not only trained hard, he also studied military strategy. In a training camp where strength was valued above all else, he stood out among his peers. The other children had suffered the same fate as Ryoma: their fathers slain, it fell to them to pick up the mantle and earn glory for their families.Ryoma was timid when he was young. This, combined with his peculiar hobby of studying military tactics, made him an easy target for bullies. But Kondo always stood up for him. Kondo had studied under Ryoma's father and wanted to repay the kindness that his family had shown him. With Kondo as his guide, Ryoma became a samurai like his father.Their friendship did not last forever, as orders from the military sent them on diverging paths. The courageous Kondo was chosen to become the personal guard of the kingdom's heir apparent, while one of the younger princes chose Ryoma for his cunning. Once fiercely loyal friends, they were now rivals serving their princes. Ryoma would never have guessed that they would eventually become enemies.After some time, the aging king passed away while dealing with enemies outside of the kingdom. The princes, both well-trained in the ways of the court, quickly turned on one another. Ryoma, now the chief military strategist for the younger prince, swiftly led the prince's army to several decisive victories. The elder prince, running out of options, concocted a dangerous plan to send Kondo's death squad to assassinate the younger prince. The plan appeared to be successful as the squad reached the younger prince's throne without any resistance. Ryoma had anticipated this move from the elder prince, but was shocked to see Kondo and hesitated. Kondo and his squad took advantage of the momentary lapse and sliced through Ryoma's defenses effortlessly.By the time Ryoma regained his focus, he could hear his prince's screams as his father's words reverberated in his mind. There was no need to hold onto the past, and at that moment, he decided to give everything he had.Sword in hand, Ryoma sliced through every single soldier that dared come near the prince. It was Kondo's turn to be surprised, but he had no choice but to press on. Kondo's attacks became sharper and more deadly as he taunted Ryoma. The duel ended when both launched one final attack. Ryoma buried his sword into Kondo's chest, but Kondo's blade had stopped at the last second, inches from Ryoma's throat.Why? Ryoma was confused. I was always an orphan, said Kondo, I never had anyone other than you and my teacher. He'd be proud of y… Before Kondo could finish his sentence, Ryoma burst into tears.After burying Kondo, Ryoma snapped his blade in half and buried it with Kondo. He vowed to never again use his right hand, the hand that killed Kondo. He picked up Kondo's naginata and walked away.Glory and honor? The samurai code? That's none of my concern. From here on, Ryoma and Kondo are one, and we will start a new life.",Ryoma_image.jpg
Skud,['warrior'],"['Furious Charge', 'Power Glove', 'Wild Beast Fury']","He was a mobile war machine complete with blood running through his veins that was infused with demonic rage.Skud was Mganga's proudest creation. Infused with demonic blood, he possessed an astounding destructive power and a thirst for carnage to match. His powerful fists could shake the courage of anyone who attempted to overthrow the dark rule. During the warring years, Skud was summoned to serve as Preyta's subordinate and lead the Fallen to charge forward.The battle for the Castle of Alchemy proved to be the pinnacle of Skud's achievements. Even though he had fewer than one hundred men, he successfully led them to break through the mechanical defenses that were laid by Moen, the arms specialist. Then he single-handedly destroyed ten alchemy puppets and fought his way into the castle interior. At that moment, Omega, who had been undercover for some time, issued an order to attack. Soon Skud and his men were flooded by a sea of steel.As he watched the Castle of Alchemy's defenses rose again and found himself surrounded by enemies, Skud became infuriated beyond reproach. The demonic blood in his body started boiling and his willpower was ignited. The iron blitz could not stall his progress. The strongest of armor crumpled like paper under his fists. The enraged Skud managed to single-handedly squash the enemy counterattack. Omega grabbed Moren and fled in panic, leaving Skud and his Fallen followers to enjoy the bounty of treasures and resources left by the army.When the battle finally ended, Skud got the reward he deserved: a set of alchemy gloves forged by Moen himself. Mganga made some adjustments that allowed the alchemy gloves to bond with Skud's demonic blood, giving him even more violent destructive powers.My blood boils in anticipation!",Skud_image.jpg
Slimz,['marksman'],"['Flying Spear', 'Leap of Vitality', 'Savage Potion']","Fairness is the most important thing in any trade!Slimz operated in the lands between the Castle of Inception and the Forest of Shadows. Like many traders, he had always believed in the business principle of fairness. Once conditions for a trade were met, Slimz demonstrated this fairness by milking his business associates dry.Under the guise of being a successful merchant, Slimz ended up taking complete control of all transactions conducted in the border lands and became the ruler of this gray realm. After war broke out, Slimz recognized a business opportunity and persuaded the arms specialist Moren to build a Castle of Alchemy in the border lands. This castle would serve as a continuous supply of weapons and equipment to warring men, beasts, or anything else that could pay the price. After all, Slimz was a trader and neutral in the matter.Business boomed for Slimz and he accumulated an astounding fortune, yet the scope of the war grew larger and larger. To protect his wealth and the flow of his business, Slimz had the foresight to build a private army that comprised of wild beasts, men and alchemy puppets. Unfortunately for Slimz, it was Preyta, the supreme commander of the Fallen, who was the first to go after his wealth. Slimz fought tooth and nail and even enlisted the support of Omega, the Awoken Mech for support, but he was unable to save the Castle of Alchemy from its ultimate fate. His wealth, which took him many years to accumulate, was lost in a single night.Hungry to regain his wealth and status, Slimz returned to the Forest of Shadows and entered a new agreement with Tel'Annas, the Queen of Spirits: The agreement stated that the queen would mobilize forces to retake the Castle of Alchemy, while Slimz remained in the Forest of Shadows and protected it in her absence.The debt you owe me will be repaid one day!",Slimz_image.jpg
